date,n,ic,alpha,top5_mean_ret,universe_mean_ret,momentum_ic
2021-01-15,491,0.09458252527577024,-0.01669098436832428,0.09742733091115952,0.1141183152794838,0.0798528819903104
2021-02-01,491,0.19999047058096,0.15875236690044403,0.31605979800224304,0.157307431101799,0.15112259597594938
2021-02-16,491,-0.008437489545517676,-0.1454136073589325,-0.04627668112516403,0.09913692623376846,-0.11781443788085995
2021-03-02,491,-0.21049787159411973,-0.30321961641311646,-0.19307325780391693,0.11014637351036072,-0.06978930860009792
2021-03-16,491,-0.13084835146119447,-0.16208598017692566,-0.08179102092981339,0.08029495179653168,-0.13771825157463513
2021-03-30,491,0.13237822872430477,-0.0893566906452179,-0.015860777348279953,0.07349591702222824,-0.08367103634459595
2021-04-14,491,-0.06284347726473233,-0.20372691750526428,-0.1581479012966156,0.04557902365922928,-0.1896721372966255
2021-04-28,491,-0.12220668904390526,-0.14890123903751373,-0.11575434356927872,0.03314689174294472,-0.22014326569135426
2021-05-12,492,0.19399122361110788,0.05973266810178757,0.1412677764892578,0.08153510838747025,-0.059701349668797164
2021-05-26,492,-0.04826167507491247,0.02004438266158104,0.0748097151517868,0.054765332490205765,-0.06426526938209898
2021-06-10,492,0.036042320367515694,0.0052255429327487946,0.041863348335027695,0.0366378054022789,-0.08692062931006773
2021-06-24,492,-0.14432163044029156,-0.12973880767822266,-0.09580284357070923,0.03393595665693283,0.04811658081755173
2021-07-09,492,0.11989340005519626,-0.06686071306467056,-0.05214688181877136,0.014713830314576626,0.10950495350787032
2021-07-23,492,0.25367806385416897,0.10031722486019135,0.15122929215431213,0.05091206729412079,0.09940417647774219
2021-08-06,492,0.14978493302942802,0.09795837104320526,0.15120616555213928,0.05324779078364372,0.056811051910191084
2021-08-20,492,0.2927843920495199,0.2960415780544281,0.36113014817237854,0.06508857011795044,-0.09664154151363337
2021-09-03,492,0.033481104445395836,-0.08488557487726212,-0.08821102231740952,-0.003325443947687745,-0.016253781141232836
2021-09-20,492,0.012595995217129022,-0.016328107565641403,0.040529586374759674,0.05685769394040108,-0.003029850221414844
2021-10-04,492,0.012175624910386663,-0.10720552504062653,-0.008938707411289215,0.09826681762933731,-0.0005504513388622979
2021-10-18,492,-0.032853974821914426,-0.03039965033531189,-0.0031569362618029118,0.027242714539170265,-0.21397936820116267
2021-11-01,492,-0.03971653015547354,-0.04623981937766075,-0.05509517714381218,-0.008855358697474003,-0.3199016019111332
2021-11-15,492,-0.15230469008886047,-0.0755547359585762,-0.10875028371810913,-0.03319554775953293,-0.40776923342192917
2021-11-30,492,-0.044895589064044304,-0.18560484051704407,-0.17541928589344025,0.010185549035668373,-0.45593300998137654
2021-12-14,492,-0.037448727064905395,-0.1534283608198166,-0.17482642829418182,-0.021398067474365234,-0.2246119559884783
2021-12-29,492,-0.01297767372190852,-0.09211853891611099,-0.10582363605499268,-0.013705099932849407,-0.18663121664658355
