date,n,ic,alpha,top5_mean_ret,universe_mean_ret,momentum_ic
2024-01-10,492,0.07944202794213118,0.535351037979126,0.6057616472244263,0.07041063904762268,0.16153545191772792
2024-01-25,492,0.013778211134916198,0.41473469138145447,0.4593028128147125,0.044568125158548355,-0.029905034800958383
2024-02-08,492,0.0534523213720919,0.16614580154418945,0.22303692996501923,0.05689112842082977,-0.1145016369957307
2024-02-23,492,0.049421119255086084,0.3128948211669922,0.34535279870033264,0.03245796263217926,-0.03638853138716257
2024-03-08,492,0.03176294661448244,-0.060439884662628174,-0.050582654774188995,0.00985722802579403,-0.07326343081618644
2024-03-22,492,0.0011725429672964597,0.020943978801369667,0.0328235924243927,0.011879613623023033,-0.05909991382005672
2024-04-08,492,0.07044235510952954,0.014414629898965359,0.017177265137434006,0.0027626354712992907,0.015183106433791728
2024-04-22,492,0.16235362231340097,0.300167441368103,0.3731377124786377,0.07297026365995407,0.0803744600654758
2024-05-06,492,-0.23578733736218443,-0.044730305671691895,-0.03045247122645378,0.014277833513915539,-0.20167023642202397
2024-05-20,492,-0.12013290633974243,-0.05217156931757927,-0.016463875770568848,0.03570769354701042,-0.06811641355611617
2024-06-04,492,-0.15935510842118003,-0.17322799563407898,-0.10951342433691025,0.06371457874774933,-0.1571321434865324
2024-06-18,492,-0.058596920394539495,-0.1261546015739441,-0.05182069540023804,0.07433391362428665,-0.22601251861161317
2024-07-03,492,0.07423022206575329,-0.11262419819831848,-0.02067558839917183,0.09194861352443695,-0.13028396256044208
2024-07-18,492,0.028457518063983143,-0.0688152015209198,0.010086524300277233,0.07890172302722931,0.051736984818404955
2024-08-01,492,0.13384693341775672,0.0971982479095459,0.1592070758342743,0.062008827924728394,0.1090692676961843
2024-08-15,492,0.06873356794940402,0.235198974609375,0.33066827058792114,0.09546928852796555,0.009174894300344912
2024-08-29,492,0.09093137716718173,0.3451894521713257,0.4370853006839752,0.09189583361148834,0.04384617469570258
2024-09-13,492,0.26853027477325747,0.34379345178604126,0.411050945520401,0.06725749373435974,-0.08778786977750097
2024-09-27,492,0.0802285597289075,0.12468737363815308,0.12956957519054413,0.004882203880697489,0.06918910346157617
2024-10-11,492,0.0030851674070336258,0.1879064291715622,0.17833366990089417,-0.009572760201990604,0.11765794089283145
2024-10-25,492,0.05756785952618866,-0.04820995777845383,-0.0192766934633255,0.028933266177773476,0.16012541786390422
2024-11-08,492,-0.07402991138267472,0.2109614461660385,0.20017537474632263,-0.010786069557070732,0.19758794903523905
2024-11-22,492,-0.1288917630090856,-0.010842598974704742,-0.04461853578686714,-0.0337759368121624,-0.0010494143683417228
2024-12-09,492,-0.14926208990342466,-0.11971684545278549,-0.19952139258384705,-0.07980454713106155,-0.19940847892551253
2024-12-23,492,-0.2428833533862329,-0.10822786390781403,-0.1152871698141098,-0.007059304043650627,-0.15263311314943914
