date,n,ic,alpha,top5_mean_ret,universe_mean_ret,momentum_ic
2021-01-15,491,0.13653650223687905,-0.0893145203590393,0.024803798645734787,0.1141183152794838,0.0798528819903104
2021-02-01,491,0.2509287635376042,-0.017903238534927368,0.13940419256687164,0.157307431101799,0.15112259597594938
2021-02-16,491,-0.07840420754263655,-0.08491047471761703,0.014226448722183704,0.09913692623376846,-0.11781443788085995
2021-03-02,491,-0.15185271167728925,-0.1867266595363617,-0.07658029347658157,0.11014637351036072,-0.06978930860009792
2021-03-16,491,-0.12243539510086485,-0.1070806235074997,-0.026785675436258316,0.08029495179653168,-0.13771825157463513
2021-03-30,491,0.15627679515500006,-0.09593364596366882,-0.022437725216150284,0.07349591702222824,-0.08367103634459595
2021-04-14,491,-0.11614820882403927,-0.15301719307899475,-0.10743816196918488,0.04557902365922928,-0.1896721372966255
2021-04-28,491,-0.2011458619511587,-0.17190049588680267,-0.13875360786914825,0.03314689174294472,-0.22014326569135426
2021-05-12,492,0.06886909001617499,-0.04628923535346985,0.0352458730340004,0.08153510838747025,-0.059701349668797164
2021-05-26,492,-0.12080013840379994,0.04407796636223793,0.0988432988524437,0.054765332490205765,-0.06426526938209898
2021-06-10,492,-0.08699438555755945,0.0007356554269790649,0.037373460829257965,0.0366378054022789,-0.08692062931006773
2021-06-24,492,-0.05102169028159672,-0.06963451206684113,-0.03569855913519859,0.03393595665693283,0.04811658081755173
2021-07-09,492,0.09800683817143753,0.05295755714178085,0.06767138838768005,0.014713830314576626,0.10950495350787032
2021-07-23,492,0.10885102175073755,0.3265336751937866,0.3774457275867462,0.05091206729412079,0.09940417647774219
2021-08-06,492,0.23297361712829645,0.1867687851190567,0.24001657962799072,0.05324779078364372,0.056811051910191084
2021-08-20,492,0.3321174300219969,0.14801445603370667,0.2131030261516571,0.06508857011795044,-0.09664154151363337
2021-09-03,492,0.05913568358489218,-0.019638456404209137,-0.02296390011906624,-0.003325443947687745,-0.016253781141232836
2021-09-20,492,-0.011498115336432775,0.02448407933115959,0.08134177327156067,0.05685769394040108,-0.003029850221414844
2021-10-04,492,0.06285886268470926,-0.1302509605884552,-0.03198413550853729,0.09826681762933731,-0.0005504513388622979
2021-10-18,492,-0.26833328916691007,-0.11426390707492828,-0.08702119439840317,0.027242714539170265,-0.21397936820116267
2021-11-01,492,-0.1026836089737977,0.08196339011192322,0.07310803234577179,-0.008855358697474003,-0.3199016019111332
2021-11-15,492,-0.18684382474416877,-0.13798019289970398,-0.1711757332086563,-0.03319554775953293,-0.40776923342192917
2021-11-30,492,0.007318594645235977,-0.09762054681777954,-0.08743499964475632,0.010185549035668373,-0.45593300998137654
2021-12-14,492,-0.023417205539013577,-0.1623152196407318,-0.18371328711509705,-0.021398067474365234,-0.2246119559884783
2021-12-29,492,-0.20591394117012268,0.02051311358809471,0.006808014120906591,-0.013705099932849407,-0.18663121664658355
